,LAUS Code,State FIPS Code,County FIPS Code,Year,Labor Force,Employed,Unemployed,Unemployment Rate,County Name,State,Employment Rate
300,CN0811100000000,8,111,2015,470,451,19,4,San Juan County,CO,96
301,CN0811300000000,8,113,2015,"5,073","4,888",185,3.6,San Miguel County,CO,96.4
302,CN0811500000000,8,115,2015,"1,146","1,109",37,3.2,Sedgwick County,CO,96.8
303,CN0811700000000,8,117,2015,"20,570","20,070",500,2.4,Summit County,CO,97.6
304,CN0811900000000,8,119,2015,"11,402","10,912",490,4.3,Teller County,CO,95.7
305,CN0812100000000,8,121,2015,"2,786","2,717",69,2.5,Washington County,CO,97.5
306,CN0812300000000,8,123,2015,"147,778","142,298","5,480",3.7,Weld County,CO,96.3
307,CN0812500000000,8,125,2015,"5,133","5,004",129,2.5,Yuma County,CO,97.5
308,CN0900100000000,9,1,2015,"478,977","453,714","25,263",5.3,Fairfield County,CT,94.7
309,CN0900300000000,9,3,2015,"474,837","447,501","27,336",5.8,Hartford County,CT,94.2
310,CN0900500000000,9,5,2015,"105,269","99,923","5,346",5.1,Litchfield County,CT,94.9
311,CN0900700000000,9,7,2015,"92,375","87,903","4,472",4.8,Middlesex County,CT,95.2
312,CN0900900000000,9,9,2015,"456,464","428,594","27,870",6.1,New Haven County,CT,93.9
313,CN0901100000000,9,11,2015,"136,378","128,424","7,954",5.8,New London County,CT,94.2
314,CN0901300000000,9,13,2015,"85,230","81,081","4,149",4.9,Tolland County,CT,95.1
315,CN0901500000000,9,15,2015,"62,556","58,647","3,909",6.2,Windham County,CT,93.8
316,CN1000100000000,10,1,2015,"75,799","71,772","4,027",5.3,Kent County,DE,94.7
317,CN1000300000000,10,3,2015,"289,489","276,051","13,438",4.6,New Castle County,DE,95.4
318,CN1000500000000,10,5,2015,"97,463","92,732","4,731",4.9,Sussex County,DE,95.1
319,CN1100100000000,11,1,2015,"388,446","361,556","26,890",6.9,District of Columbia,DC,93.1
320,CN1200100000000,12,1,2015,"129,993","123,941","6,052",4.7,Alachua County,FL,95.3
321,CN1200300000000,12,3,2015,"11,217","10,584",633,5.6,Baker County,FL,94.4
322,CN1200500000000,12,5,2015,"87,884","83,026","4,858",5.5,Bay County,FL,94.5
323,CN1200700000000,12,7,2015,"10,786","10,260",526,4.9,Bradford County,FL,95.1
324,CN1200900000000,12,9,2015,"257,457","241,882","15,575",6,Brevard County,FL,94
325,CN1201100000000,12,11,2015,"992,033","940,668","51,365",5.2,Broward County,FL,94.8
326,CN1201300000000,12,13,2015,"4,960","4,654",306,6.2,Calhoun County,FL,93.8
327,CN1201500000000,12,15,2015,"67,928","63,810","4,118",6.1,Charlotte County,FL,93.9
328,CN1201700000000,12,17,2015,"48,006","44,364","3,642",7.6,Citrus County,FL,92.4
329,CN1201900000000,12,19,2015,"98,837","93,804","5,033",5.1,Clay County,FL,94.9
330,CN1202100000000,12,21,2015,"164,330","155,607","8,723",5.3,Collier County,FL,94.7
331,CN1202300000000,12,23,2015,"29,089","27,474","1,615",5.6,Columbia County,FL,94.4
332,CN1202700000000,12,27,2015,"13,431","12,643",788,5.9,DeSoto County,FL,94.1
333,CN1202900000000,12,29,2015,"5,609","5,256",353,6.3,Dixie County,FL,93.7
334,CN1203100000000,12,31,2015,"462,381","435,287","27,094",5.9,Duval County,FL,94.1
335,CN1203300000000,12,33,2015,"138,671","130,843","7,828",5.6,Escambia County,FL,94.4
336,CN1203500000000,12,35,2015,"43,845","41,064","2,781",6.3,Flagler County,FL,93.7
337,CN1203700000000,12,37,2015,"4,791","4,563",228,4.8,Franklin County,FL,95.2
338,CN1203900000000,12,39,2015,"18,285","16,957","1,328",7.3,Gadsden County,FL,92.7
339,CN1204100000000,12,41,2015,"6,524","6,151",373,5.7,Gilchrist County,FL,94.3
340,CN1204300000000,12,43,2015,"4,729","4,388",341,7.2,Glades County,FL,92.8
341,CN1204500000000,12,45,2015,"6,019","5,699",320,5.3,Gulf County,FL,94.7
342,CN1204700000000,12,47,2015,"4,540","4,243",297,6.5,Hamilton County,FL,93.5
343,CN1204900000000,12,49,2015,"10,131","9,416",715,7.1,Hardee County,FL,92.9
344,CN1205100000000,12,51,2015,"15,162","13,535","1,627",10.7,Hendry County,FL,89.3
345,CN1205300000000,12,53,2015,"66,373","61,707","4,666",7,Hernando County,FL,93
346,CN1205500000000,12,55,2015,"35,485","32,799","2,686",7.6,Highlands County,FL,92.4
347,CN1205700000000,12,57,2015,"692,032","656,690","35,342",5.1,Hillsborough County,FL,94.9
348,CN1205900000000,12,59,2015,"6,718","6,301",417,6.2,Holmes County,FL,93.8
349,CN1206100000000,12,61,2015,"61,460","57,212","4,248",6.9,Indian River County,FL,93.1
350,CN1206300000000,12,63,2015,"17,379","16,345","1,034",5.9,Jackson County,FL,94.1
351,CN1206500000000,12,65,2015,"5,395","5,071",324,6,Jefferson County,FL,94
352,CN1206700000000,12,67,2015,"3,217","3,068",149,4.6,Lafayette County,FL,95.4
353,CN1206900000000,12,69,2015,"141,343","133,475","7,868",5.6,Lake County,FL,94.4
354,CN1207100000000,12,71,2015,"320,586","303,892","16,694",5.2,Lee County,FL,94.8
355,CN1207300000000,12,73,2015,"148,125","140,607","7,518",5.1,Leon County,FL,94.9
356,CN1207500000000,12,75,2015,"16,510","15,547",963,5.8,Levy County,FL,94.2
357,CN1207700000000,12,77,2015,"2,648","2,491",157,5.9,Liberty County,FL,94.1
358,CN1207900000000,12,79,2015,"7,504","7,039",465,6.2,Madison County,FL,93.8
359,CN1208100000000,12,81,2015,"165,527","157,051","8,476",5.1,Manatee County,FL,94.9
360,CN1208300000000,12,83,2015,"130,698","122,131","8,567",6.6,Marion County,FL,93.4
361,CN1208500000000,12,85,2015,"69,769","65,987","3,782",5.4,Martin County,FL,94.6
362,CN1208600000000,12,86,2015,"1,295,273","1,215,857","79,416",6.1,Miami-Dade County,FL,93.9
363,CN1208700000000,12,87,2015,"45,948","44,332","1,616",3.5,Monroe County,FL,96.5
364,CN1208900000000,12,89,2015,"36,703","34,798","1,905",5.2,Nassau County,FL,94.8
365,CN1209100000000,12,91,2015,"92,079","87,870","4,209",4.6,Okaloosa County,FL,95.4
366,CN1209300000000,12,93,2015,"17,318","16,216","1,102",6.4,Okeechobee County,FL,93.6
367,CN1209500000000,12,95,2015,"688,737","653,788","34,949",5.1,Orange County,FL,94.9
368,CN1209700000000,12,97,2015,"157,892","148,689","9,203",5.8,Osceola County,FL,94.2
369,CN1209900000000,12,99,2015,"693,582","657,771","35,811",5.2,Palm Beach County,FL,94.8
370,CN1210100000000,12,101,2015,"216,242","203,402","12,840",5.9,Pasco County,FL,94.1
371,CN1210300000000,12,103,2015,"472,466","448,842","23,624",5,Pinellas County,FL,95
372,CN1210500000000,12,105,2015,"281,059","263,119","17,940",6.4,Polk County,FL,93.6
373,CN1210700000000,12,107,2015,"27,376","25,266","2,110",7.7,Putnam County,FL,92.3
374,CN1210900000000,12,109,2015,"113,798","109,271","4,527",4,St. Johns County,FL,96
375,CN1211100000000,12,111,2015,"131,823","123,346","8,477",6.4,St. Lucie County,FL,93.6
376,CN1211300000000,12,113,2015,"74,246","70,622","3,624",4.9,Santa Rosa County,FL,95.1
377,CN1211500000000,12,115,2015,"178,504","169,363","9,141",5.1,Sarasota County,FL,94.9
378,CN1211700000000,12,117,2015,"237,549","225,741","11,808",5,Seminole County,FL,95
379,CN1211900000000,12,119,2015,"28,750","26,518","2,232",7.8,Sumter County,FL,92.2
380,CN1212100000000,12,121,2015,"18,005","17,014",991,5.5,Suwannee County,FL,94.5
381,CN1212300000000,12,123,2015,"9,015","8,404",611,6.8,Taylor County,FL,93.2
382,CN1212500000000,12,125,2015,"4,753","4,520",233,4.9,Union County,FL,95.1
383,CN1212700000000,12,127,2015,"239,604","225,449","14,155",5.9,Volusia County,FL,94.1
384,CN1212900000000,12,129,2015,"14,013","13,353",660,4.7,Wakulla County,FL,95.3
385,CN1213100000000,12,131,2015,"27,949","26,623","1,326",4.7,Walton County,FL,95.3
386,CN1213300000000,12,133,2015,"9,648","9,068",580,6,Washington County,FL,94
387,CN1300100000000,13,1,2015,"8,578","7,940",638,7.4,Appling County,GA,92.6
388,CN1300300000000,13,3,2015,"3,821","3,598",223,5.8,Atkinson County,GA,94.2
389,CN1300500000000,13,5,2015,"4,840","4,557",283,5.8,Bacon County,GA,94.2
390,CN1300700000000,13,7,2015,"1,111","1,029",82,7.4,Baker County,GA,92.6
391,CN1300900000000,13,9,2015,"17,554","16,186","1,368",7.8,Baldwin County,GA,92.2
392,CN1301100000000,13,11,2015,"8,127","7,666",461,5.7,Banks County,GA,94.3
393,CN1301300000000,13,13,2015,"35,704","33,793","1,911",5.4,Barrow County,GA,94.6
394,CN1301500000000,13,15,2015,"46,322","43,548","2,774",6,Bartow County,GA,94
395,CN1301700000000,13,17,2015,"5,418","4,922",496,9.2,Ben Hill County,GA,90.8
396,CN1301900000000,13,19,2015,"6,966","6,458",508,7.3,Berrien County,GA,92.7
397,CN1302100000000,13,21,2015,"67,167","62,617","4,550",6.8,Bibb County,GA,93.2
398,CN1302300000000,13,23,2015,"4,323","3,948",375,8.7,Bleckley County,GA,91.3
399,CN1302500000000,13,25,2015,"6,830","6,311",519,7.6,Brantley County,GA,92.4
400,CN1302700000000,13,27,2015,"6,805","6,386",419,6.2,Brooks County,GA,93.8
401,CN1302900000000,13,29,2015,"15,962","15,109",853,5.3,Bryan County,GA,94.7
402,CN1303100000000,13,31,2015,"34,344","32,226","2,118",6.2,Bulloch County,GA,93.8
403,CN1303300000000,13,33,2015,"9,031","8,285",746,8.3,Burke County,GA,91.7
404,CN1303500000000,13,35,2015,"10,012","9,335",677,6.8,Butts County,GA,93.2
405,CN1303700000000,13,37,2015,"2,105","1,972",133,6.3,Calhoun County,GA,93.7
406,CN1303900000000,13,39,2015,"22,048","20,804","1,244",5.6,Camden County,GA,94.4
407,CN1304300000000,13,43,2015,"4,910","4,626",284,5.8,Candler County,GA,94.2
408,CN1304500000000,13,45,2015,"51,208","47,706","3,502",6.8,Carroll County,GA,93.2
409,CN1304700000000,13,47,2015,"31,012","29,364","1,648",5.3,Catoosa County,GA,94.7
410,CN1304900000000,13,49,2015,"4,713","4,407",306,6.5,Charlton County,GA,93.5
411,CN1305100000000,13,51,2015,"131,745","123,904","7,841",6,Chatham County,GA,94
412,CN1305300000000,13,53,2015,"2,087","1,901",186,8.9,Chattahoochee County,GA,91.1
413,CN1305500000000,13,55,2015,"10,432","9,777",655,6.3,Chattooga County,GA,93.7
414,CN1305700000000,13,57,2015,"118,953","113,293","5,660",4.8,Cherokee County,GA,95.2
415,CN1305900000000,13,59,2015,"56,485","52,987","3,498",6.2,Clarke County,GA,93.8
416,CN1306100000000,13,61,2015,851,749,102,12,Clay County,GA,88
417,CN1306300000000,13,63,2015,"124,988","115,296","9,692",7.8,Clayton County,GA,92.2
418,CN1306500000000,13,65,2015,"2,742","2,546",196,7.1,Clinch County,GA,92.9
419,CN1306700000000,13,67,2015,"393,682","373,383","20,299",5.2,Cobb County,GA,94.8
420,CN1306900000000,13,69,2015,"17,096","15,926","1,170",6.8,Coffee County,GA,93.2
421,CN1307100000000,13,71,2015,"19,823","18,535","1,288",6.5,Colquitt County,GA,93.5
422,CN1307300000000,13,73,2015,"67,851","64,390","3,461",5.1,Columbia County,GA,94.9
423,CN1307500000000,13,75,2015,"7,206","6,716",490,6.8,Cook County,GA,93.2
424,CN1307700000000,13,77,2015,"67,073","63,448","3,625",5.4,Coweta County,GA,94.6
425,CN1307900000000,13,79,2015,"5,514","5,160",354,6.4,Crawford County,GA,93.6
426,CN1308100000000,13,81,2015,"9,320","8,671",649,7,Crisp County,GA,93
427,CN1308300000000,13,83,2015,"7,761","7,329",432,5.6,Dade County,GA,94.4
428,CN1308500000000,13,85,2015,"10,818","10,256",562,5.2,Dawson County,GA,94.8
429,CN1308700000000,13,87,2015,"11,265","10,486",779,6.9,Decatur County,GA,93.1
430,CN1308900000000,13,89,2015,"368,863","346,210","22,653",6.1,DeKalb County,GA,93.9
431,CN1309100000000,13,91,2015,"6,881","6,295",586,8.5,Dodge County,GA,91.5
432,CN1309300000000,13,93,2015,"4,705","4,344",361,7.7,Dooly County,GA,92.3
433,CN1309500000000,13,95,2015,"37,460","34,519","2,941",7.9,Dougherty County,GA,92.1
434,CN1309700000000,13,97,2015,"67,568","63,209","4,359",6.5,Douglas County,GA,93.5
435,CN1309900000000,13,99,2015,"4,309","4,005",304,7.1,Early County,GA,92.9
436,CN1310100000000,13,101,2015,"1,844","1,756",88,4.8,Echols County,GA,95.2
437,CN1310300000000,13,103,2015,"26,854","25,458","1,396",5.2,Effingham County,GA,94.8
438,CN1310500000000,13,105,2015,"7,529","6,960",569,7.6,Elbert County,GA,92.4
439,CN1310700000000,13,107,2015,"8,227","7,495",732,8.9,Emanuel County,GA,91.1
440,CN1310900000000,13,109,2015,"4,610","4,348",262,5.7,Evans County,GA,94.3
441,CN1311100000000,13,111,2015,"9,999","9,369",630,6.3,Fannin County,GA,93.7
442,CN1311300000000,13,113,2015,"53,538","50,712","2,826",5.3,Fayette County,GA,94.7
443,CN1311500000000,13,115,2015,"42,497","39,611","2,886",6.8,Floyd County,GA,93.2
444,CN1311700000000,13,117,2015,"103,197","98,435","4,762",4.6,Forsyth County,GA,95.4
445,CN1311900000000,13,119,2015,"9,180","8,594",586,6.4,Franklin County,GA,93.6
446,CN1312100000000,13,121,2015,"508,815","477,884","30,931",6.1,Fulton County,GA,93.9
447,CN1312300000000,13,123,2015,"11,589","10,877",712,6.1,Gilmer County,GA,93.9
448,CN1312500000000,13,125,2015,"1,219","1,137",82,6.7,Glascock County,GA,93.3
449,CN1312700000000,13,127,2015,"37,264","34,962","2,302",6.2,Glynn County,GA,93.8
450,CN1312900000000,13,129,2015,"25,856","24,302","1,554",6,Gordon County,GA,94
451,CN1313100000000,13,131,2015,"10,304","9,673",631,6.1,Grady County,GA,93.9
452,CN1313300000000,13,133,2015,"6,751","6,296",455,6.7,Greene County,GA,93.3
453,CN1313500000000,13,135,2015,"447,227","423,631","23,596",5.3,Gwinnett County,GA,94.7
454,CN1313700000000,13,137,2015,"18,602","17,519","1,083",5.8,Habersham County,GA,94.2
455,CN1313900000000,13,139,2015,"91,705","87,171","4,534",4.9,Hall County,GA,95.1
456,CN1314100000000,13,141,2015,"2,461","2,216",245,10,Hancock County,GA,90
457,CN1314300000000,13,143,2015,"11,736","10,955",781,6.7,Haralson County,GA,93.3
458,CN1314500000000,13,145,2015,"15,520","14,692",828,5.3,Harris County,GA,94.7
459,CN1314700000000,13,147,2015,"10,284","9,635",649,6.3,Hart County,GA,93.7
460,CN1314900000000,13,149,2015,"4,856","4,539",317,6.5,Heard County,GA,93.5
461,CN1315100000000,13,151,2015,"103,843","97,333","6,510",6.3,Henry County,GA,93.7
462,CN1315300000000,13,153,2015,"64,936","61,086","3,850",5.9,Houston County,GA,94.1
463,CN1315500000000,13,155,2015,"3,100","2,836",264,8.5,Irwin County,GA,91.5
464,CN1315700000000,13,157,2015,"30,386","28,890","1,496",4.9,Jackson County,GA,95.1
465,CN1315900000000,13,159,2015,"6,367","6,010",357,5.6,Jasper County,GA,94.4
466,CN1316100000000,13,161,2015,"6,272","5,847",425,6.8,Jeff Davis County,GA,93.2
467,CN1316300000000,13,163,2015,"6,298","5,719",579,9.2,Jefferson County,GA,90.8
468,CN1316500000000,13,165,2015,"3,071","2,811",260,8.5,Jenkins County,GA,91.5
469,CN1316700000000,13,167,2015,"3,829","3,556",273,7.1,Johnson County,GA,92.9
470,CN1316900000000,13,169,2015,"13,322","12,574",748,5.6,Jones County,GA,94.4
471,CN1317100000000,13,171,2015,"7,597","7,003",594,7.8,Lamar County,GA,92.2
472,CN1317300000000,13,173,2015,"3,740","3,486",254,6.8,Lanier County,GA,93.2
473,CN1317500000000,13,175,2015,"18,434","17,018","1,416",7.7,Laurens County,GA,92.3
474,CN1317700000000,13,177,2015,"13,967","13,211",756,5.4,Lee County,GA,94.6
475,CN1317900000000,13,179,2015,"24,690","23,103","1,587",6.4,Liberty County,GA,93.6
476,CN1318100000000,13,181,2015,"3,327","3,099",228,6.9,Lincoln County,GA,93.1
477,CN1318300000000,13,183,2015,"7,005","6,587",418,6,Long County,GA,94
478,CN1318500000000,13,185,2015,"49,790","46,796","2,994",6,Lowndes County,GA,94
479,CN1318700000000,13,187,2015,"15,145","14,312",833,5.5,Lumpkin County,GA,94.5
480,CN1318900000000,13,189,2015,"8,690","7,954",736,8.5,McDuffie County,GA,91.5
481,CN1319100000000,13,191,2015,"5,753","5,373",380,6.6,McIntosh County,GA,93.4
482,CN1319300000000,13,193,2015,"4,567","4,140",427,9.3,Macon County,GA,90.7
483,CN1319500000000,13,195,2015,"12,481","11,776",705,5.6,Madison County,GA,94.4
484,CN1319700000000,13,197,2015,"3,407","3,115",292,8.6,Marion County,GA,91.4
485,CN1319900000000,13,199,2015,"8,576","7,877",699,8.2,Meriwether County,GA,91.8
486,CN1320100000000,13,201,2015,"2,639","2,494",145,5.5,Miller County,GA,94.5
487,CN1320500000000,13,205,2015,"8,619","8,029",590,6.8,Mitchell County,GA,93.2
488,CN1320700000000,13,207,2015,"12,526","11,784",742,5.9,Monroe County,GA,94.1
489,CN1320900000000,13,209,2015,"3,671","3,347",324,8.8,Montgomery County,GA,91.2
490,CN1321100000000,13,211,2015,"8,324","7,860",464,5.6,Morgan County,GA,94.4
491,CN1321300000000,13,213,2015,"15,891","14,700","1,191",7.5,Murray County,GA,92.5
492,CN1321500000000,13,215,2015,"78,024","72,100","5,924",7.6,Muscogee County,GA,92.4
493,CN1321700000000,13,217,2015,"47,891","44,597","3,294",6.9,Newton County,GA,93.1
494,CN1321900000000,13,219,2015,"17,385","16,602",783,4.5,Oconee County,GA,95.5
495,CN1322100000000,13,221,2015,"6,650","6,275",375,5.6,Oglethorpe County,GA,94.4
496,CN1322300000000,13,223,2015,"75,454","71,460","3,994",5.3,Paulding County,GA,94.7
497,CN1322500000000,13,225,2015,"11,163","10,263",900,8.1,Peach County,GA,91.9
498,CN1322700000000,13,227,2015,"13,716","12,972",744,5.4,Pickens County,GA,94.6
499,CN1322900000000,13,229,2015,"7,954","7,449",505,6.3,Pierce County,GA,93.7
500,CN1323100000000,13,231,2015,"8,134","7,660",474,5.8,Pike County,GA,94.2
501,CN1323300000000,13,233,2015,"17,945","16,736","1,209",6.7,Polk County,GA,93.3
502,CN1323500000000,13,235,2015,"3,968","3,702",266,6.7,Pulaski County,GA,93.3
503,CN1323700000000,13,237,2015,"7,716","7,082",634,8.2,Putnam County,GA,91.8
504,CN1323900000000,13,239,2015,807,751,56,6.9,Quitman County,GA,93.1
505,CN1324100000000,13,241,2015,"6,430","5,991",439,6.8,Rabun County,GA,93.2
506,CN1324300000000,13,243,2015,"2,399","2,177",222,9.3,Randolph County,GA,90.7
507,CN1324500000000,13,245,2015,"83,351","77,071","6,280",7.5,Richmond County,GA,92.5
508,CN1324700000000,13,247,2015,"41,793","39,019","2,774",6.6,Rockdale County,GA,93.4
509,CN1324900000000,13,249,2015,"2,086","1,945",141,6.8,Schley County,GA,93.2
510,CN1325100000000,13,251,2015,"4,986","4,564",422,8.5,Screven County,GA,91.5
511,CN1325300000000,13,253,2015,"3,057","2,805",252,8.2,Seminole County,GA,91.8
512,CN1325500000000,13,255,2015,"26,814","24,620","2,194",8.2,Spalding County,GA,91.8
513,CN1325700000000,13,257,2015,"10,739","10,025",714,6.6,Stephens County,GA,93.4
514,CN1325900000000,13,259,2015,"2,091","1,944",147,7,Stewart County,GA,93
515,CN1326100000000,13,261,2015,"12,692","11,618","1,074",8.5,Sumter County,GA,91.5
516,CN1326300000000,13,263,2015,"2,667","2,457",210,7.9,Talbot County,GA,92.1
517,CN1326500000000,13,265,2015,587,540,47,8,Taliaferro County,GA,92
518,CN1326700000000,13,267,2015,"9,171","8,596",575,6.3,Tattnall County,GA,93.7
519,CN1326900000000,13,269,2015,"2,743","2,487",256,9.3,Taylor County,GA,90.7
520,CN1327100000000,13,271,2015,"4,772","4,350",422,8.8,Telfair County,GA,91.2
521,CN1327300000000,13,273,2015,"3,590","3,318",272,7.6,Terrell County,GA,92.4
522,CN1327500000000,13,275,2015,"16,626","15,403","1,223",7.4,Thomas County,GA,92.6
523,CN1327700000000,13,277,2015,"18,137","17,009","1,128",6.2,Tift County,GA,93.8
524,CN1327900000000,13,279,2015,"11,735","10,693","1,042",8.9,Toombs County,GA,91.1
525,CN1328100000000,13,281,2015,"3,873","3,562",311,8,Towns County,GA,92
526,CN1328300000000,13,283,2015,"2,671","2,440",231,8.6,Treutlen County,GA,91.4
527,CN1328500000000,13,285,2015,"35,191","33,016","2,175",6.2,Troup County,GA,93.8
528,CN1328700000000,13,287,2015,"3,157","2,939",218,6.9,Turner County,GA,93.1
529,CN1328900000000,13,289,2015,"2,933","2,661",272,9.3,Twiggs County,GA,90.7
530,CN1329100000000,13,291,2015,"9,719","9,190",529,5.4,Union County,GA,94.6
531,CN1329300000000,13,293,2015,"11,006","10,195",811,7.4,Upson County,GA,92.6
532,CN1329500000000,13,295,2015,"29,064","27,298","1,766",6.1,Walker County,GA,93.9
533,CN1329700000000,13,297,2015,"41,195","38,928","2,267",5.5,Walton County,GA,94.5
534,CN1329900000000,13,299,2015,"14,324","13,375",949,6.6,Ware County,GA,93.4
535,CN1330100000000,13,301,2015,"2,610","2,403",207,7.9,Warren County,GA,92.1
536,CN1330300000000,13,303,2015,"7,117","6,611",506,7.1,Washington County,GA,92.9
537,CN1330500000000,13,305,2015,"11,439","10,596",843,7.4,Wayne County,GA,92.6
538,CN1330700000000,13,307,2015,957,866,91,9.5,Webster County,GA,90.5
539,CN1330900000000,13,309,2015,"1,676","1,491",185,11,Wheeler County,GA,89
540,CN1331100000000,13,311,2015,"13,625","12,906",719,5.3,White County,GA,94.7
541,CN1331300000000,13,313,2015,"45,084","42,154","2,930",6.5,Whitfield County,GA,93.5
542,CN1331500000000,13,315,2015,"2,713","2,496",217,8,Wilcox County,GA,92
543,CN1331700000000,13,317,2015,"3,847","3,564",283,7.4,Wilkes County,GA,92.6
544,CN1331900000000,13,319,2015,"3,563","3,298",265,7.4,Wilkinson County,GA,92.6
545,CN1332100000000,13,321,2015,"8,744","8,168",576,6.6,Worth County,GA,93.4
546,CN1500100000000,15,1,2015,"89,418","85,690","3,728",4.2,Hawaii County,HI,95.8
547,CN1500300000000,15,3,2015,"460,605","445,679","14,926",3.2,Honolulu County/city,HI,96.8
548,CN1500700000000,15,7,2015,"35,836","34,485","1,351",3.8,Kauai County,HI,96.2
549,CN1500900000000,15,9,2015,"84,736","81,762","2,974",3.5,Maui County,HI,96.5
550,CN1600100000000,16,1,2015,"217,455","210,124","7,331",3.4,Ada County,ID,96.6
